user_id,username,session_id,timestamp,query_text,content_type,item_id,item_title,item_source,action,duration_seconds,watch_time_seconds,device_type,country,language,mood_tag,inferred_genre,prev_session_minutes,age_group,subscribed_premium
user_0001,Olivia Chen,sess_79d2,2023-10-31T15:45:40.Z,top edm sad music youtube,youtube_video,yt_9IK1HG,Best Hiphop for Sad,YouTube,skip,2031,1678,desktop,US,en,,,-467751,45-54,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:12:40.Z,energetic rnb focus music spotify,youtube_video,yt_9YO7H5,Awesome Edm for Focus,YouTube,view,2108,1453,mobile,US,en,,,-467724,55+,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T15:55:40.Z,popular lofi workout music ,search,,,Website,view,,,mobile,US,en,,,-467741,25-34,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:08:40.Z,best country focus music ,song,sp_DY4S3U,Awesome Edm for Sad,Spotify,play,318,103,mobile,US,en,sad,,-467728,35-44,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:09:40.Z,best country sleep music spotify,song,yt_2M7LTU,Awesome Hiphop for Happy,Website,view,373,156,mobile,US,en,relax,jazz,-467727,45-54,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:15:40.Z,popular pop sad music youtube,song,sp_WQ2US6,Epic Indie for Sad,Website,skip,389,65,desktop,US,en,,,-467721,35-44,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T15:52:40.Z,best classical relax music ,song,sp_37D452,Epic Rock for Sad,SoundCloud,play,215,,mobile,US,en,,,-467744,25-34,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:06:40.Z,popular lofi relax music ,search,,,YouTube,view,,,mobile,US,en,study,hiphop,-467730,35-44,True
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:13:40.Z,new indie study music spotify,search,,,YouTube,view,,,desktop,US,en,party,,-467723,18-24,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:15:40.Z,top jazz party music spotify,song,sc_N9539P,Awesome Pop for Party,SoundCloud,like,252,203,tablet,US,en,,,-467721,25-34,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:16:40.Z,energetic rock focus music ,youtube_video,sc_U4URZP,Best Lofi for Happy,YouTube,view,1808,1558,mobile,US,en,,indie,-467720,35-44,False
user_0001,Olivia Chen,sess_79d2,2023-10-31T16:14:40.Z,energetic lofi workout music spotify,playlist,sc_55ZAOO,Best Rnb for Sleep,SoundCloud,click,,,mobile,US,en,study,jazz,-467722,55+,False
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:14:55.Z,popular edm study music youtube,song,sc_JDO3B3,Epic Indie for Sad,SoundCloud,share,149,,mobile,US,en,sleep,,-2819,45-54,False
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:25:55.Z,popular rnb party music ,playlist,sc_MX6EZO,Epic Hiphop for Focus,Website,view,,,mobile,US,en,,pop,-2808,55+,False
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:26:55.Z,new country party music youtube,song,yt_ZFZPHY,Best Lofi for Sleep,Website,play,192,105,mobile,US,en,,classical,-2807,18-24,False
user_0001,Olivia Chen,sess_bf28,2023-10-29T16:55:55.Z,popular hiphop party music ,youtube_video,sc_3MR7BY,Epic Indie for Happy,Spotify,play,261,51,mobile,US,en,,rock,-2838,18-24,True
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:03:55.Z,popular rnb sad music ,song,sp_IS4SRF,Best Jazz for Relax,Website,view,292,262,mobile,US,en,,hiphop,-2830,25-34,True
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:07:55.Z,relaxing jazz relax music ,song,sp_WYKES4,Awesome Jazz for Sleep,Spotify,view,284,,mobile,US,en,,rock,-2826,55+,False
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:22:55.Z,energetic lofi sad music ,song,sp_74AGID,Epic Classical for Relax,YouTube,play,222,52,mobile,US,en,,lofi,-2811,45-54,False
user_0001,Olivia Chen,sess_bf28,2023-10-29T17:27:55.Z,best country study music youtube,song,sp_2CYLEW,Awesome Hiphop for Sleep,Website,like,140,,mobile,US,en,sleep,,-2806,55+,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:54:23.Z,best country focus music ,playlist,yt_9LDW8Q,Chill Jazz for Happy,Spotify,view,,,tablet,US,en,sleep,edm,476546,55+,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:14:23.Z,top country party music youtube,search,,,Spotify,view,,,mobile,US,en,,pop,476566,45-54,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:58:23.Z,best rock relax music spotify,playlist,yt_4PGT44,Best Pop for Sleep,YouTube,click,,,mobile,US,en,workout,pop,476550,55+,True
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:53:23.Z,new edm workout music youtube,playlist,sp_C6J8JP,Best Hiphop for Party,YouTube,click,,,mobile,US,en,sleep,,476545,35-44,True
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:25:23.Z,new pop focus music youtube,youtube_video,sp_VSIGSV,Best Edm for Sleep,Spotify,view,2074,,desktop,US,en,,,476577,25-34,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:19:23.Z,best hiphop relax music spotify,youtube_video,yt_P6S6TY,Awesome Hiphop for Relax,Website,skip,2406,,desktop,US,en,happy,classical,476571,18-24,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:21:23.Z,popular rnb study music ,youtube_video,yt_E1DA0M,Epic Hiphop for Relax,YouTube,play,2178,613,tablet,US,en,relax,,476573,55+,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:21:23.Z,popular rock sleep music youtube,playlist,sp_97MXZ7,Best Jazz for Relax,YouTube,view,,,tablet,US,en,,pop,476573,25-34,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:53:23.Z,top classical workout music spotify,playlist,yt_WM7M2Y,Awesome Indie for Relax,SoundCloud,click,,,tablet,US,en,,indie,476545,18-24,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:48:23.Z,energetic country sleep music youtube,search,,,YouTube,view,,,mobile,US,en,,,476540,45-54,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:04:23.Z,best country study music spotify,song,sc_WT5W1Q,Epic Rnb for Party,Website,skip,286,195,mobile,US,en,sleep,country,476556,45-54,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:54:23.Z,top rock study music ,search,,,YouTube,view,,,mobile,US,en,focus,,476546,45-54,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:53:23.Z,energetic country relax music ,song,sp_ZM5ZYE,Best Lofi for Relax,Website,view,360,,mobile,US,en,,edm,476545,25-34,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:54:23.Z,new rnb relax music spotify,song,yt_5GBTJA,Awesome Country for Relax,SoundCloud,play,332,,mobile,US,en,,edm,476546,25-34,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:06:23.Z,best hiphop study music ,playlist,yt_J2Y4OD,Chill Edm for Relax,YouTube,view,,,mobile,US,en,focus,,476558,25-34,True
user_0001,Olivia Chen,sess_5e04,2024-09-24T16:27:23.Z,popular edm study music ,youtube_video,sp_R6KUF2,Epic Lofi for Sleep,Website,save,1566,1352,mobile,US,en,sleep,hiphop,476579,45-54,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:47:23.Z,new country sad music youtube,search,,,Website,view,,,mobile,US,en,,pop,476539,25-34,False
user_0001,Olivia Chen,sess_5e04,2024-09-24T15:56:23.Z,energetic rnb sad music spotify,youtube_video,sc_PDQHV1,Epic Country for Workout,Website,skip,2326,137,mobile,US,en,study,jazz,476548,55+,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T15:04:20.Z,relaxing rock relax music spotify,youtube_video,yt_NGCYAM,Chill Rnb for Party,Spotify,play,832,413,mobile,US,en,sleep,rock,-470932,55+,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T15:02:20.Z,top country party music youtube,search,,,SoundCloud,click,,,tablet,US,en,,,-470934,25-34,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T15:11:20.Z,new classical sad music youtube,song,yt_KXYNK8,Chill Classical for Sad,Website,like,340,305,mobile,US,en,,,-470925,55+,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T14:45:20.Z,energetic jazz party music spotify,playlist,yt_PC07XO,Best Hiphop for Study,YouTube,click,,,mobile,US,en,,hiphop,-470951,18-24,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T14:51:20.Z,popular country study music ,youtube_video,sp_O42Y0T,Best Classical for Workout,YouTube,skip,1134,597,desktop,US,en,,rock,-470945,35-44,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T14:56:20.Z,top country focus music spotify,youtube_video,yt_LXA1U2,Best Classical for Sleep,Website,like,3192,2543,mobile,US,en,sleep,hiphop,-470940,25-34,True
user_0001,Olivia Chen,sess_ae48,2023-11-02T15:19:20.Z,best classical relax music spotify,search,,,Spotify,click,,,mobile,US,en,,,-470917,55+,False
user_0001,Olivia Chen,sess_ae48,2023-11-02T15:19:20.Z,relaxing pop focus music ,song,sp_JYU1NO,Awesome Rock for Workout,YouTube,play,417,,tablet,US,en,study,,-470917,55+,True
user_0001,Olivia Chen,sess_ae48,2023-11-02T15:02:20.Z,top edm sleep music ,search,,,YouTube,view,,,tablet,US,en,,,-470934,18-24,True
user_0002,Aarav Patel,sess_7563,2024-02-12T01:25:32.Z,popular pop sad music youtube,search,,,SoundCloud,click,,,desktop,IN,hi,relax,,10000,18-24,False
user_0002,Aarav Patel,sess_7563,2024-02-12T01:24:32.Z,top hiphop workout music spotify,song,sc_6RR9JK,Best Edm for Happy,Spotify,play,319,272,mobile,IN,hi,,rnb,10000,18-24,True
user_0002,Aarav Patel,sess_7563,2024-02-12T01:17:32.Z,relaxing classical focus music ,song,yt_YFHEZG,Chill Edm for Happy,Website,view,316,281,mobile,IN,hi,sleep,classical,10000,45-54,False
user_0002,Aarav Patel,sess_7563,2024-02-12T01:21:32.Z,energetic rnb happy music youtube,playlist,sc_WA667T,Chill Indie for Happy,Spotify,click,,,tablet,IN,hi,sad,edm,10000,55+,False
user_0002,Aarav Patel,sess_7563,2024-02-12T01:12:32.Z,energetic rnb focus music youtube,playlist,sp_E00E5Z,Best Country for Study,Website,view,,,mobile,IN,hi,focus,,10000,25-34,True
user_0002,Aarav Patel,sess_7563,2024-02-12T01:06:32.Z,best rnb party music spotify,song,yt_XNVKV2,Awesome Edm for Sleep,Spotify,view,325,297,desktop,IN,hi,workout,hiphop,10000,18-24,False
user_0002,Aarav Patel,sess_7563,2024-02-12T01:05:32.Z,relaxing rnb workout music youtube,youtube_video,yt_M09YLC,Best Jazz for Relax,Website,save,3521,2945,desktop,IN,hi,,,10000,45-54,True
user_0002,Aarav Patel,sess_7563,2024-02-12T01:24:32.Z,energetic edm sad music ,song,yt_8D1J7U,Epic Country for Happy,SoundCloud,skip,182,,mobile,IN,hi,happy,,10000,18-24,True
user_0002,Aarav Patel,sess_6587,2025-03-21T06:30:54.Z,top classical relax music youtube,youtube_video,sc_KKKH5L,Best Lofi for Workout,YouTube,save,2598,1023,mobile,IN,hi,workout,,580626,35-44,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:10:54.Z,relaxing indie party music ,youtube_video,yt_UQSYBO,Chill Indie for Workout,Website,view,2563,1957,mobile,IN,hi,happy,,580606,55+,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:03:54.Z,relaxing rnb study music ,search,,,Website,click,,,tablet,IN,hi,sad,,580599,25-34,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:08:54.Z,energetic rnb party music spotify,playlist,yt_WTOBG6,Awesome Pop for Workout,Spotify,view,,,mobile,IN,hi,sad,,580604,18-24,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:35:54.Z,energetic rock study music spotify,youtube_video,sc_IPXL50,Awesome Edm for Party,SoundCloud,skip,1129,576,mobile,IN,hi,party,rock,580631,25-34,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:07:54.Z,new hiphop happy music spotify,youtube_video,yt_M9JOCS,Best Pop for Sleep,Website,skip,2888,442,mobile,IN,hi,,,580603,45-54,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:36:54.Z,top classical focus music ,song,sp_0MQM9D,Chill Rock for Focus,Spotify,view,176,84,tablet,IN,hi,,pop,580632,45-54,True
user_0002,Aarav Patel,sess_6587,2025-03-21T06:04:54.Z,energetic indie happy music spotify,playlist,sp_W67Z7K,Best Country for Party,YouTube,view,,,desktop,IN,hi,,pop,580600,55+,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:36:54.Z,new country happy music ,youtube_video,yt_CBS3W4,Chill Rock for Party,Website,skip,78,10,mobile,IN,hi,,,580632,35-44,True
user_0002,Aarav Patel,sess_6587,2025-03-21T06:10:54.Z,new indie sad music youtube,playlist,yt_5X17WO,Epic Lofi for Relax,YouTube,view,,,mobile,IN,hi,,country,580606,35-44,False
user_0002,Aarav Patel,sess_6587,2025-03-21T06:17:54.Z,relaxing country focus music spotify,playlist,sp_64530U,Best Rock for Sleep,SoundCloud,view,,,mobile,IN,hi,workout,pop,580613,18-24,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:28:52.Z,top rock sleep music spotify,song,sc_SG88EW,Awesome Jazz for Study,Website,play,342,,desktop,IN,hi,,,-455569,18-24,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:04:52.Z,new rnb relax music spotify,youtube_video,sc_Y9LAWQ,Awesome Jazz for Sleep,Website,like,2179,,mobile,IN,hi,,jazz,-455593,25-34,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:12:52.Z,relaxing hiphop sad music ,search,,,YouTube,view,,,desktop,IN,hi,,rnb,-455585,55+,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:08:52.Z,relaxing indie study music spotify,song,yt_VJ6VH2,Epic Lofi for Sad,YouTube,play,200,33,desktop,IN,hi,,,-455589,45-54,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:30:52.Z,best rnb happy music ,playlist,sp_SJRGWI,Epic Rock for Party,Spotify,click,,,mobile,IN,hi,party,,-455567,25-34,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:18:52.Z,best hiphop relax music youtube,song,sc_4A7TDS,Awesome Classical for Relax,Spotify,like,228,33,mobile,IN,hi,,pop,-455579,25-34,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:10:52.Z,popular hiphop party music ,youtube_video,yt_YZ60NI,Chill Indie for Party,SoundCloud,skip,1175,,mobile,IN,hi,sad,country,-455587,45-54,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T20:57:52.Z,top edm sad music spotify,song,sc_X58RKL,Chill Lofi for Study,Website,skip,406,92,tablet,IN,hi,,indie,-455600,18-24,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:14:52.Z,best lofi focus music youtube,song,yt_2MQ4JJ,Chill Edm for Sad,SoundCloud,play,356,245,mobile,IN,hi,workout,,-455583,35-44,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:10:52.Z,popular pop happy music ,song,yt_DD7YP4,Awesome Jazz for Sad,YouTube,play,170,17,desktop,IN,hi,,,-455587,45-54,False
user_0002,Aarav Patel,sess_dae5,2024-05-08T21:01:52.Z,energetic lofi relax music spotify,youtube_video,sp_BF3AE6,Epic Lofi for Focus,Spotify,play,3064,2680,desktop,IN,hi,,pop,-455596,18-24,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:53:32.Z,energetic indie focus music ,song,yt_SPBQ3J,Epic Lofi for Workout,SoundCloud,play,219,177,mobile,IN,hi,workout,hiphop,39171,35-44,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:59:32.Z,energetic rock workout music youtube,search,,,YouTube,click,,,desktop,IN,hi,,lofi,39177,25-34,True
user_0002,Aarav Patel,sess_0177,2024-06-05T02:06:32.Z,energetic hiphop study music spotify,song,sc_O22TOF,Chill Edm for Happy,Spotify,skip,409,155,mobile,IN,hi,relax,country,39184,45-54,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:54:32.Z,energetic indie party music spotify,playlist,yt_HEC6RU,Epic Indie for Study,Website,click,,,mobile,IN,hi,,lofi,39172,18-24,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:46:32.Z,new jazz study music spotify,playlist,sp_OJ4F51,Chill Edm for Sad,Website,click,,,mobile,IN,hi,study,classical,39164,45-54,False
user_0002,Aarav Patel,sess_0177,2024-06-05T02:07:32.Z,best lofi relax music ,playlist,sp_0YLXRU,Best Jazz for Study,YouTube,view,,,desktop,IN,hi,focus,,39185,18-24,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:32:32.Z,new edm focus music youtube,playlist,sc_IU7QEW,Chill Rock for Sleep,SoundCloud,view,,,mobile,IN,hi,sleep,,39150,35-44,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:40:32.Z,new rock party music ,youtube_video,yt_MQCOSX,Chill Hiphop for Study,Website,view,95,26,tablet,IN,hi,,rnb,39158,45-54,False
user_0002,Aarav Patel,sess_0177,2024-06-05T02:04:32.Z,best indie sleep music ,youtube_video,yt_ADJFU1,Epic Rock for Relax,SoundCloud,view,2719,1637,tablet,IN,hi,,,39182,55+,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:54:32.Z,energetic edm party music spotify,song,yt_CGBFJ9,Best Rock for Workout,Website,view,164,26,mobile,IN,hi,,hiphop,39172,45-54,False
user_0002,Aarav Patel,sess_0177,2024-06-05T01:49:32.Z,popular pop sleep music youtube,search,,,Website,click,,,mobile,IN,hi,sleep,,39167,35-44,False
user_0002,Aarav Patel,sess_0177,2024-06-05T02:02:32.Z,best rock party music spotify,youtube_video,sp_PA3PMN,Awesome Country for Party,Spotify,play,1562,791,mobile,IN,hi,,rnb,39180,35-44,True
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:46:14.Z,new hiphop sleep music ,search,,,YouTube,click,,,mobile,IN,hi,sad,,399703,45-54,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:26:14.Z,relaxing indie workout music ,search,,,Website,view,,,desktop,IN,hi,focus,,399683,25-34,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:25:14.Z,top rock study music youtube,song,sp_M5UZCD,Awesome Hiphop for Sleep,Website,play,262,,mobile,IN,hi,sad,rock,399682,25-34,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:24:14.Z,new classical happy music spotify,song,yt_OR8OGO,Best Pop for Study,SoundCloud,view,305,,mobile,IN,hi,workout,,399681,18-24,True
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:21:14.Z,popular indie relax music spotify,song,yt_WX4JWX,Awesome Hiphop for Sad,SoundCloud,skip,231,,mobile,IN,hi,focus,,399678,35-44,True
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:28:14.Z,energetic pop sad music spotify,youtube_video,sc_42RGH8,Chill Country for Party,SoundCloud,save,1943,,mobile,IN,hi,focus,pop,399685,45-54,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:48:14.Z,popular lofi happy music ,youtube_video,sc_2EL4LG,Epic Country for Relax,SoundCloud,skip,1123,324,desktop,IN,hi,,hiphop,399705,35-44,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:24:14.Z,best pop happy music spotify,search,,,Spotify,click,,,desktop,IN,hi,party,rnb,399681,25-34,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:50:14.Z,relaxing rock workout music ,song,sp_MOCWN7,Chill Country for Workout,Spotify,like,411,261,mobile,IN,hi,happy,,399707,18-24,True
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:42:14.Z,new pop study music youtube,song,yt_W0IT9U,Best Jazz for Happy,YouTube,view,357,148,mobile,IN,hi,sad,,399699,45-54,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:37:14.Z,relaxing hiphop party music youtube,song,yt_8BYVCS,Awesome Rock for Sleep,Website,view,385,43,mobile,IN,hi,study,,399694,25-34,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:19:14.Z,top rock happy music ,search,,,YouTube,view,,,mobile,IN,hi,,rnb,399676,18-24,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:41:14.Z,energetic lofi focus music ,search,,,SoundCloud,click,,,mobile,IN,hi,,,399698,55+,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:27:14.Z,top lofi focus music ,song,yt_8FF6XT,Epic Edm for Relax,SoundCloud,view,403,366,desktop,IN,hi,sleep,classical,399684,35-44,False
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:37:14.Z,new pop party music spotify,playlist,yt_BUBRNJ,Awesome Edm for Sad,Website,click,,,mobile,IN,hi,party,edm,399694,55+,True
user_0002,Aarav Patel,sess_9cd2,2025-03-09T15:43:14.Z,relaxing indie sleep music ,youtube_video,sp_YIEV29,Best Hiphop for Party,YouTube,play,1553,195,mobile,IN,hi,,rock,399700,18-24,False
